example_id,format,correct,error,input_token_count,question_category,question_difficulty,source_dataset,query,gold_label,prediction,failure_flip_example
139,html,1,,1217,Multi-Item Lookup,Easy,wikitq,what are the names of the tracks that were singles only?,"['""Sittin\' in the Balcony""', '""Thou Shalt Not Steal""', '""Callin\' Dr. Casey""', '""Bad News"" (b/w ""Guitar Player(Her and Him)"")', '""Blue Train (Of the Heartbreak Line)""', '""Th\' Wife""', '""That Ain\'t All""', '""You\'re the Guilty One""', '""Odd Folks of Okracoke""']","thought
""Sittin' in the Balcony"", ""Thou Shalt Not Steal"", ""Callin' Dr. Casey"", ""You",0
139,latex,1,,559,Multi-Item Lookup,Easy,wikitq,what are the names of the tracks that were singles only?,"['""Sittin\' in the Balcony""', '""Thou Shalt Not Steal""', '""Callin\' Dr. Casey""', '""Bad News"" (b/w ""Guitar Player(Her and Him)"")', '""Blue Train (Of the Heartbreak Line)""', '""Th\' Wife""', '""That Ain\'t All""', '""You\'re the Guilty One""', '""Odd Folks of Okracoke""']","""Sittin' in the Balcony"", ""Thou Shalt Not Steal"", ""Callin' Dr. Casey"", ""Bad News"" (b",0
139,markdown,1,,598,Multi-Item Lookup,Easy,wikitq,what are the names of the tracks that were singles only?,"['""Sittin\' in the Balcony""', '""Thou Shalt Not Steal""', '""Callin\' Dr. Casey""', '""Bad News"" (b/w ""Guitar Player(Her and Him)"")', '""Blue Train (Of the Heartbreak Line)""', '""Th\' Wife""', '""That Ain\'t All""', '""You\'re the Guilty One""', '""Odd Folks of Okracoke""']","""Sittin' in the Balcony"", ""Thou Shalt Not Steal"", ""Callin' Dr. Casey"", ""Bad News"" (b",0
140,html,1,,1674,Multi-Item Lookup,Easy,wikitq,which operas have a prologue and 3 acts?,"['Sternengebot', 'Der Heidenkönig']","Sternengebot, Der Heidenkönig",0
140,latex,1,,799,Multi-Item Lookup,Easy,wikitq,which operas have a prologue and 3 acts?,"['Sternengebot', 'Der Heidenkönig']","Sternengebot, Der Heidenkönig",0
140,markdown,1,,881,Multi-Item Lookup,Easy,wikitq,which operas have a prologue and 3 acts?,"['Sternengebot', 'Der Heidenkönig']","Sternengebot, Der Heidenkönig",0
141,html,1,,1457,Multi-Item Lookup,Easy,wikitq,which contestants are below age 18?,"['Isabelle Raisa', 'Nataša Marić', 'Teodora-Mădălina Andreica', 'Yemisi Rieger', 'Melisa Popanicić', 'Gina Zeneb Adamu', 'Antonia Maria Hausmair']","Isabelle Raisa, Nataša Marić, Teodora-Mădălina Andreica, Yemisi Rieger, Melisa Popan",0
141,latex,1,,809,Multi-Item Lookup,Easy,wikitq,which contestants are below age 18?,"['Isabelle Raisa', 'Nataša Marić', 'Teodora-Mădălina Andreica', 'Yemisi Rieger', 'Melisa Popanicić', 'Gina Zeneb Adamu', 'Antonia Maria Hausmair']","Isabelle Raisa, Nataša Marić, Teodora-Mădălina Andreica, Yemisi Rieger, Melisa Popan",0
141,markdown,1,,808,Multi-Item Lookup,Easy,wikitq,which contestants are below age 18?,"['Isabelle Raisa', 'Nataša Marić', 'Teodora-Mădălina Andreica', 'Yemisi Rieger', 'Melisa Popanicić', 'Gina Zeneb Adamu', 'Antonia Maria Hausmair']","Isabelle Raisa, Nataša Marić, Teodora-Mădălina Andreica, Yemisi Rieger, Gina Zeneb",0
142,html,1,,2067,Multi-Item Lookup,Easy,wikitq,list each of the robots from mexico.,['Bubble-Bot'],Bubble-Bot,0
142,latex,1,,801,Multi-Item Lookup,Easy,wikitq,list each of the robots from mexico.,['Bubble-Bot'],"thought
Bubble-Bot",0
142,markdown,1,,900,Multi-Item Lookup,Easy,wikitq,list each of the robots from mexico.,['Bubble-Bot'],Bubble-Bot,0
143,html,1,,682,Multi-Item Lookup,Easy,sqa,which of these locations were in springfield?,"['Springfield, Illinois']","Springfield, Illinois",0
143,latex,1,,347,Multi-Item Lookup,Easy,sqa,which of these locations were in springfield?,"['Springfield, Illinois']","Springfield, Illinois",0
143,markdown,1,,322,Multi-Item Lookup,Easy,sqa,which of these locations were in springfield?,"['Springfield, Illinois']","Springfield, Illinois",0
144,html,1,,846,Multi-Item Lookup,Easy,sqa,which of these has a different name in the capital field?,['Gharbia'],Gharbia,0
144,latex,1,,447,Multi-Item Lookup,Easy,sqa,which of these has a different name in the capital field?,['Gharbia'],Gharbia,0
144,markdown,1,,445,Multi-Item Lookup,Easy,sqa,which of these has a different name in the capital field?,['Gharbia'],Gharbia,0
145,html,1,,2619,Multi-Item Lookup,Easy,hybridqa,What historical place ( s ) are located in the town whose population was 377 at the 2010 census ?,['Lena Road School'],Lena Road School,0
145,latex,1,,2008,Multi-Item Lookup,Easy,hybridqa,What historical place ( s ) are located in the town whose population was 377 at the 2010 census ?,['Lena Road School'],Lena Road School,0
145,markdown,1,,2122,Multi-Item Lookup,Easy,hybridqa,What historical place ( s ) are located in the town whose population was 377 at the 2010 census ?,['Lena Road School'],Lena Road School,0
146,html,1,,1153,Multi-Item Lookup,Easy,sqa,what are all of the chords?,"['CmM7', 'C#mM7', 'DmM7', 'DmM7', 'D#mM7', 'EmM7', 'EmM7', 'FmM7', 'F#mM7', 'GmM7', 'GmM7', 'G#mM7', 'AmM7', 'AmM7', 'A#mM7', 'BmM7', 'BmM7']","thought
CmM7, C#mM7, DmM7, DmM7, D#mM7, EmM7, EmM",0
146,latex,1,,420,Multi-Item Lookup,Easy,sqa,what are all of the chords?,"['CmM7', 'C#mM7', 'DmM7', 'DmM7', 'D#mM7', 'EmM7', 'EmM7', 'FmM7', 'F#mM7', 'GmM7', 'GmM7', 'G#mM7', 'AmM7', 'AmM7', 'A#mM7', 'BmM7', 'BmM7']","CmM7, C#mM7, DmM7, DmM7, D#mM7, EmM7, EmM7, FmM",0
146,markdown,1,,453,Multi-Item Lookup,Easy,sqa,what are all of the chords?,"['CmM7', 'C#mM7', 'DmM7', 'DmM7', 'D#mM7', 'EmM7', 'EmM7', 'FmM7', 'F#mM7', 'GmM7', 'GmM7', 'G#mM7', 'AmM7', 'AmM7', 'A#mM7', 'BmM7', 'BmM7']","CmM7, C#mM7, DmM7, DmM7, D#mM7, EmM7, EmM7, FmM",0
147,html,1,,751,Multi-Item Lookup,Easy,sqa,which are the top 8 countries in athletics as the 1959 mediterranean games?,"['France', 'Greece', 'Yugoslavia', 'Spain', 'Morocco', 'Turkey', 'Egypt', 'Tunisia']","France, Greece, Yugoslavia, Spain, Morocco, Turkey, Egypt, Tunisia",0
147,latex,1,,323,Multi-Item Lookup,Easy,sqa,which are the top 8 countries in athletics as the 1959 mediterranean games?,"['France', 'Greece', 'Yugoslavia', 'Spain', 'Morocco', 'Turkey', 'Egypt', 'Tunisia']","France, Greece, Yugoslavia, Spain, Morocco, Turkey, Egypt, Tunisia",0
147,markdown,1,,287,Multi-Item Lookup,Easy,sqa,which are the top 8 countries in athletics as the 1959 mediterranean games?,"['France', 'Greece', 'Yugoslavia', 'Spain', 'Morocco', 'Turkey', 'Egypt', 'Tunisia']","France, Greece, Yugoslavia, Spain, Morocco, Turkey, Egypt, Tunisia",0
148,html,1,,973,Multi-Item Lookup,Easy,sqa,which of these are full members?,"['Denmark', 'Iceland', 'Norway', 'Sweden', 'Finland']","Denmark, Iceland, Norway, Sweden, Finland",0
148,latex,1,,420,Multi-Item Lookup,Easy,sqa,which of these are full members?,"['Denmark', 'Iceland', 'Norway', 'Sweden', 'Finland']","Denmark, Iceland, Norway, Sweden, Finland",0
148,markdown,1,,377,Multi-Item Lookup,Easy,sqa,which of these are full members?,"['Denmark', 'Iceland', 'Norway', 'Sweden', 'Finland']","Denmark, Iceland, Norway, Sweden, Finland",0
149,html,1,,950,Multi-Item Lookup,Easy,sqa,what are all of the nations?,"['Brazil', 'United States', 'China', 'Australia', 'Netherlands', 'Estonia', 'Germany', 'Russia', 'Argentina', 'Switzerland', 'Norway', 'Austria']","Brazil, United States, China, Australia, Netherlands, Estonia, Germany, Russia, Argentina, Switzerland, Norway, Austria",0
149,latex,1,,383,Multi-Item Lookup,Easy,sqa,what are all of the nations?,"['Brazil', 'United States', 'China', 'Australia', 'Netherlands', 'Estonia', 'Germany', 'Russia', 'Argentina', 'Switzerland', 'Norway', 'Austria']","Brazil, United States, China, Australia, Netherlands, Estonia, Germany, Russia, Argentina, Switzerland, Norway, Austria",0
149,markdown,1,,324,Multi-Item Lookup,Easy,sqa,what are all of the nations?,"['Brazil', 'United States', 'China', 'Australia', 'Netherlands', 'Estonia', 'Germany', 'Russia', 'Argentina', 'Switzerland', 'Norway', 'Austria']","Brazil, United States, China, Australia, Netherlands, Estonia, Germany, Russia, Argentina, Switzerland, Norway, Austria",0
150,html,1,,1391,Aggregation / Counting / Arithmetic,Easy,wikitq,the challengers have only won how many times?,['1'],1,0
150,latex,1,,598,Aggregation / Counting / Arithmetic,Easy,wikitq,the challengers have only won how many times?,['1'],1,0
150,markdown,1,,664,Aggregation / Counting / Arithmetic,Easy,wikitq,the challengers have only won how many times?,['1'],1,0
151,html,0,,2209,Aggregation / Counting / Arithmetic,Easy,wikitq,"how many drivers are listed as ""did not qualify"" or dnq?",['5'],"thought
4",1
151,latex,1,,816,Aggregation / Counting / Arithmetic,Easy,wikitq,"how many drivers are listed as ""did not qualify"" or dnq?",['5'],5,1
151,markdown,1,,919,Aggregation / Counting / Arithmetic,Easy,wikitq,"how many drivers are listed as ""did not qualify"" or dnq?",['5'],5,1
152,html,1,,1289,Aggregation / Counting / Arithmetic,Easy,wikitq,how many total seasons did the americans play?,['15'],15,1
152,latex,0,,552,Aggregation / Counting / Arithmetic,Easy,wikitq,how many total seasons did the americans play?,['15'],3,1
152,markdown,1,,592,Aggregation / Counting / Arithmetic,Easy,wikitq,how many total seasons did the americans play?,['15'],15,1
153,html,1,,597,Aggregation / Counting / Arithmetic,Easy,wikitq,how many players are in the table?,['7'],7,0
153,latex,1,,316,Aggregation / Counting / Arithmetic,Easy,wikitq,how many players are in the table?,['7'],7,0
153,markdown,1,,269,Aggregation / Counting / Arithmetic,Easy,wikitq,how many players are in the table?,['7'],7,0
154,html,1,,1399,Aggregation / Counting / Arithmetic,Easy,hybridqa,How many clubs are based in the capital city of Tasmania ?,['2'],2,0
154,latex,1,,529,Aggregation / Counting / Arithmetic,Easy,hybridqa,How many clubs are based in the capital city of Tasmania ?,['2'],2,0
154,markdown,1,,559,Aggregation / Counting / Arithmetic,Easy,hybridqa,How many clubs are based in the capital city of Tasmania ?,['2'],2,0
155,html,1,,1206,Aggregation / Counting / Arithmetic,Easy,wikitq,how many players tied for 4th place?,['6'],6,0
155,latex,1,,616,Aggregation / Counting / Arithmetic,Easy,wikitq,how many players tied for 4th place?,['6'],6,0
155,markdown,1,,614,Aggregation / Counting / Arithmetic,Easy,wikitq,how many players tied for 4th place?,['6'],6,0
156,html,1,,1068,Aggregation / Counting / Arithmetic,Easy,wikitq,"what is the number of themes that refer to ""culture""?",['4'],4,0
156,latex,1,,546,Aggregation / Counting / Arithmetic,Easy,wikitq,"what is the number of themes that refer to ""culture""?",['4'],4,0
156,markdown,1,,553,Aggregation / Counting / Arithmetic,Easy,wikitq,"what is the number of themes that refer to ""culture""?",['4'],4,0
157,html,0,,3552,Aggregation / Counting / Arithmetic,Easy,wikitq,"how many games were not attended by more than 15,000 people?",['26'],16,1
157,latex,1,,1495,Aggregation / Counting / Arithmetic,Easy,wikitq,"how many games were not attended by more than 15,000 people?",['26'],26,1
157,markdown,1,,1787,Aggregation / Counting / Arithmetic,Easy,wikitq,"how many games were not attended by more than 15,000 people?",['26'],26,1
158,html,0,,1175,Aggregation / Counting / Arithmetic,Easy,wikitq,how many clubs are represented?,['12'],13,0
158,latex,0,,549,Aggregation / Counting / Arithmetic,Easy,wikitq,how many clubs are represented?,['12'],13,0
158,markdown,0,,583,Aggregation / Counting / Arithmetic,Easy,wikitq,how many clubs are represented?,['12'],13,0
159,html,1,,920,Aggregation / Counting / Arithmetic,Easy,wikitq,how many consecutive games did this team lose during the beginning this season?,['5'],5,1
159,latex,0,,444,Aggregation / Counting / Arithmetic,Easy,wikitq,how many consecutive games did this team lose during the beginning this season?,['5'],4,1
159,markdown,0,,442,Aggregation / Counting / Arithmetic,Easy,wikitq,how many consecutive games did this team lose during the beginning this season?,['5'],4,1
160,html,1,,6431,Aggregation / Counting / Arithmetic,Easy,wikitq,what is the total number of representatives whose home town is dayton?,['2'],2,1
160,latex,0,,2226,Aggregation / Counting / Arithmetic,Easy,wikitq,what is the total number of representatives whose home town is dayton?,['2'],1,1
160,markdown,0,,2768,Aggregation / Counting / Arithmetic,Easy,wikitq,what is the total number of representatives whose home town is dayton?,['2'],1,1
161,html,1,,2332,Aggregation / Counting / Arithmetic,Easy,wikitq,how many roles did deborah secco play in 2006?,['2'],2,0
161,latex,1,,914,Aggregation / Counting / Arithmetic,Easy,wikitq,how many roles did deborah secco play in 2006?,['2'],2,0
161,markdown,1,,1036,Aggregation / Counting / Arithmetic,Easy,wikitq,how many roles did deborah secco play in 2006?,['2'],2,0
162,html,0,,2407,Aggregation / Counting / Arithmetic,Easy,wikitq,how many consecutive days did south korea play?,['3'],5,0
162,latex,0,,1101,Aggregation / Counting / Arithmetic,Easy,wikitq,how many consecutive days did south korea play?,['3'],4,0
162,markdown,0,,1225,Aggregation / Counting / Arithmetic,Easy,wikitq,how many consecutive days did south korea play?,['3'],4,0
163,html,0,,4730,Aggregation / Counting / Arithmetic,Easy,wikitq,how many passenger car models has a vmax above 70 km/h?,['31'],16,0
163,latex,0,,2824,Aggregation / Counting / Arithmetic,Easy,wikitq,how many passenger car models has a vmax above 70 km/h?,['31'],23,0
163,markdown,0,,3052,Aggregation / Counting / Arithmetic,Easy,wikitq,how many passenger car models has a vmax above 70 km/h?,['31'],23,0
164,html,1,,1827,Aggregation / Counting / Arithmetic,Easy,wikitq,how many jury members were there?,['9'],9,0
164,latex,1,,1041,Aggregation / Counting / Arithmetic,Easy,wikitq,how many jury members were there?,['9'],9,0
164,markdown,1,,926,Aggregation / Counting / Arithmetic,Easy,wikitq,how many jury members were there?,['9'],9,0
165,html,1,,1789,Aggregation / Counting / Arithmetic,Easy,wikitq,how many replay games took place?,['4'],4,0
165,latex,1,,803,Aggregation / Counting / Arithmetic,Easy,wikitq,how many replay games took place?,['4'],4,0
165,markdown,1,,872,Aggregation / Counting / Arithmetic,Easy,wikitq,how many replay games took place?,['4'],4,0
166,html,1,,784,Aggregation / Counting / Arithmetic,Easy,wikitq,how many marathon wins did salvatore bettiol have before 1990?,['2'],2,0
166,latex,1,,377,Aggregation / Counting / Arithmetic,Easy,wikitq,how many marathon wins did salvatore bettiol have before 1990?,['2'],2,0
166,markdown,1,,352,Aggregation / Counting / Arithmetic,Easy,wikitq,how many marathon wins did salvatore bettiol have before 1990?,['2'],2,0
167,html,0,,1905,Aggregation / Counting / Arithmetic,Easy,wikitq,what's the number of games in a season?,['16'],17,0
167,latex,0,,945,Aggregation / Counting / Arithmetic,Easy,wikitq,what's the number of games in a season?,['16'],17,0
167,markdown,0,,1006,Aggregation / Counting / Arithmetic,Easy,wikitq,what's the number of games in a season?,['16'],17,0
168,html,0,,5198,Aggregation / Counting / Arithmetic,Easy,wikitq,what is the number of buildings completed in michigan?,['15'],13,0
168,latex,0,,2264,Aggregation / Counting / Arithmetic,Easy,wikitq,what is the number of buildings completed in michigan?,['15'],14,0
168,markdown,0,,2944,Aggregation / Counting / Arithmetic,Easy,wikitq,what is the number of buildings completed in michigan?,['15'],12,0
169,html,1,,612,Aggregation / Counting / Arithmetic,Easy,wikitq,how many of the schools serve the roman catholic diocese of cleveland?,['4'],4,0
169,latex,1,,386,Aggregation / Counting / Arithmetic,Easy,wikitq,how many of the schools serve the roman catholic diocese of cleveland?,['4'],4,0
169,markdown,1,,366,Aggregation / Counting / Arithmetic,Easy,wikitq,how many of the schools serve the roman catholic diocese of cleveland?,['4'],4,0
170,html,0,,3383,Aggregation / Counting / Arithmetic,Easy,wikitq,"in the 2008 presidential primary polling in iowa in 2008, how many times did a democrat have at least 50% of the vote?",['15'],4,0
170,latex,0,,1446,Aggregation / Counting / Arithmetic,Easy,wikitq,"in the 2008 presidential primary polling in iowa in 2008, how many times did a democrat have at least 50% of the vote?",['15'],9,0
170,markdown,0,,1553,Aggregation / Counting / Arithmetic,Easy,wikitq,"in the 2008 presidential primary polling in iowa in 2008, how many times did a democrat have at least 50% of the vote?",['15'],10,0
171,html,0,,809,Aggregation / Counting / Arithmetic,Easy,wikitq,how many countries did not win any silver medals?,['2'],3,1
171,latex,1,,333,Aggregation / Counting / Arithmetic,Easy,wikitq,how many countries did not win any silver medals?,['2'],2,1
171,markdown,1,,302,Aggregation / Counting / Arithmetic,Easy,wikitq,how many countries did not win any silver medals?,['2'],2,1
172,html,1,,1062,Aggregation / Counting / Arithmetic,Easy,wikitq,how many tablets have a genealogy?,['11'],11,1
172,latex,1,,651,Aggregation / Counting / Arithmetic,Easy,wikitq,how many tablets have a genealogy?,['11'],11,1
172,markdown,0,,665,Aggregation / Counting / Arithmetic,Easy,wikitq,how many tablets have a genealogy?,['11'],10,1
173,html,1,,1387,Aggregation / Counting / Arithmetic,Easy,wikitq,is the term derbi or aprilia listed more?,['Aprilia'],Aprilia,0
173,latex,1,,585,Aggregation / Counting / Arithmetic,Easy,wikitq,is the term derbi or aprilia listed more?,['Aprilia'],Aprilia,0
173,markdown,1,,602,Aggregation / Counting / Arithmetic,Easy,wikitq,is the term derbi or aprilia listed more?,['Aprilia'],Aprilia,0
174,html,1,,1105,Aggregation / Counting / Arithmetic,Easy,wikitq,what was the difference between her overall standing in 2004 and 2009?,['103'],103,0
174,latex,1,,484,Aggregation / Counting / Arithmetic,Easy,wikitq,what was the difference between her overall standing in 2004 and 2009?,['103'],103,0
174,markdown,1,,502,Aggregation / Counting / Arithmetic,Easy,wikitq,what was the difference between her overall standing in 2004 and 2009?,['103'],103,0
175,html,0,,3520,Aggregation / Counting / Arithmetic,Easy,wikitq,how many entries in the 1800s have a water level above 250?,['4'],10,0
175,latex,0,,1564,Aggregation / Counting / Arithmetic,Easy,wikitq,how many entries in the 1800s have a water level above 250?,['4'],6,0
175,markdown,0,,1680,Aggregation / Counting / Arithmetic,Easy,wikitq,how many entries in the 1800s have a water level above 250?,['4'],6,0
176,html,1,,2615,Aggregation / Counting / Arithmetic,Easy,wikitq,how many competitors had more than 100 points?,['4'],4,1
176,latex,0,,938,Aggregation / Counting / Arithmetic,Easy,wikitq,how many competitors had more than 100 points?,['4'],3,1
176,markdown,0,,1135,Aggregation / Counting / Arithmetic,Easy,wikitq,how many competitors had more than 100 points?,['4'],3,1
177,html,1,,886,Aggregation / Counting / Arithmetic,Easy,wikitq,what was the total number of competitions?,['11'],11,0
177,latex,1,,427,Aggregation / Counting / Arithmetic,Easy,wikitq,what was the total number of competitions?,['11'],11,0
177,markdown,1,,423,Aggregation / Counting / Arithmetic,Easy,wikitq,what was the total number of competitions?,['11'],11,0
178,html,1,,2521,Aggregation / Counting / Arithmetic,Easy,wikitq,what is the difference between the amount of points scored between alain prost and nelson piquet?,['3'],3,0
